batter,season,balls_faced,runs_scored,fours,sixes,dot_balls,powerplay_runs,middle_runs,death_runs,powerplay_balls,middle_balls,death_balls,times_dismissed,matches,strike_rate,average,boundary_pct,death_strike_rate
J Suchith,2019,15,6,0,0,9,0,6,0,0,13,2,1,1,40.00,6.00,0.00,0.00
J Suchith,2021,6,14,2,1,3,0,0,14,0,0,6,0,1,233.33,14.00,50.00,233.33
J Suchith,2022,8,2,0,0,6,0,2,0,0,7,1,2,2,25.00,1.00,0.00,0.00
J Syed Mohammad,2011,12,15,2,0,3,0,0,15,0,0,12,0,2,125.00,15.00,16.67,125.00
J Syed Mohammad,2012,1,4,1,0,0,0,0,4,0,0,1,0,1,400.00,4.00,100.00,400.00
J Syed Mohammad,2013,13,10,1,0,7,0,9,1,0,11,2,2,2,76.92,5.00,7.69,50.00
J Theron,2009/10,5,2,0,0,3,0,0,2,0,0,5,2,2,40.00,1.00,0.00,40.00
J Theron,2012,6,7,1,0,2,0,0,7,0,0,6,0,1,116.67,7.00,16.67,116.67
J Theron,2015,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
J Yadav,2016,10,6,0,0,4,0,0,6,0,0,10,0,2,60.00,6.00,0.00,60.00
J Yadav,2021,26,34,2,1,8,0,9,25,0,9,17,2,2,130.77,17.00,11.54,147.06
JA Morkel,2007/08,163,241,18,14,58,0,135,106,0,86,77,7,10,147.85,34.43,19.63,137.66
JA Morkel,2009,70,97,8,4,19,0,6,91,0,8,62,4,10,138.57,24.25,17.14,146.77
JA Morkel,2009/10,132,199,10,13,40,1,64,134,1,55,76,7,11,150.76,28.43,17.42,176.32
JA Morkel,2011,102,138,8,8,34,0,14,124,0,13,89,5,12,135.29,27.60,15.69,139.33
JA Morkel,2012,68,107,5,6,18,0,16,91,0,17,51,7,12,157.35,15.29,16.18,178.43
JA Morkel,2013,37,46,2,3,14,0,19,27,0,19,18,3,3,124.32,15.33,13.51,150.00
JA Morkel,2014,41,45,1,3,19,4,34,7,3,32,6,3,5,109.76,15.00,9.76,116.67
JA Morkel,2015,65,86,9,2,21,13,31,42,9,35,21,1,3,132.31,86.00,16.92,200.00
JA Morkel,2016,9,16,0,2,3,0,1,15,0,1,8,1,1,177.78,16.00,22.22,187.50
JA Richardson,2021,24,15,2,0,15,0,15,0,0,22,2,2,2,62.50,7.50,8.33,0.00
JA Richardson,2024,2,2,0,0,1,0,0,2,0,0,2,1,1,100.00,2.00,0.00,100.00
Jaskaran Singh,2009/10,11,8,0,0,5,0,1,7,0,2,9,1,4,72.73,8.00,0.00,77.78
JC Archer,2018,21,15,2,0,13,0,0,15,4,1,16,5,6,71.43,3.00,9.52,93.75
JC Archer,2019,40,67,4,4,8,0,0,67,0,0,40,2,5,167.50,33.50,20.00,167.50
JC Archer,2020/21,63,113,5,10,20,0,13,100,0,10,53,6,10,179.37,18.83,23.81,188.68
JC Archer,2023,4,4,0,0,1,0,0,4,0,0,4,0,2,100.00,4.00,0.00,100.00
JC Buttler,2016,184,255,23,11,67,16,116,123,23,103,58,11,14,138.59,23.18,18.48,212.07
JC Buttler,2017,179,273,27,15,73,210,63,0,131,48,0,9,10,152.51,30.33,23.46,0.00
JC Buttler,2018,353,548,52,21,101,235,206,107,121,160,72,10,13,155.24,54.80,20.68,148.61
JC Buttler,2019,205,311,38,14,90,167,144,0,120,85,0,7,8,151.71,44.43,25.37,0.00
JC Buttler,2020/21,227,328,27,16,85,123,174,31,90,119,18,10,12,144.49,32.80,18.94,172.22
JC Buttler,2021,166,254,27,13,68,105,109,40,91,61,14,7,7,153.01,36.29,24.10,285.71
JC Buttler,2022,579,863,84,45,228,374,315,174,280,221,78,15,17,149.05,57.53,22.28,223.08
JC Buttler,2023,282,392,42,14,108,185,158,49,141,114,27,14,14,139.01,28.00,19.86,181.48
JC Buttler,2024,255,359,36,12,90,198,89,72,149,71,35,9,11,140.78,39.89,18.82,205.71
JD Ryder,2009,49,56,9,0,25,53,3,0,42,7,0,5,5,114.29,11.20,18.37,0.00
JD Ryder,2011,197,292,37,11,88,233,59,0,163,34,0,13,13,148.22,22.46,24.37,0.00
JD Ryder,2012,212,256,23,8,78,154,57,45,121,63,28,9,11,120.75,28.44,14.62,160.71
JD Unadkat,2013,2,2,0,0,0,0,0,2,0,0,2,0,2,100.00,2.00,0.00,100.00
JD Unadkat,2014,6,1,0,0,5,0,0,1,0,4,2,1,2,16.67,1.00,0.00,50.00
JD Unadkat,2017,5,2,0,0,3,0,0,2,0,0,5,0,1,40.00,2.00,0.00,40.00
JD Unadkat,2018,38,49,6,1,12,0,13,36,0,8,30,4,5,128.95,12.25,18.42,120.00
JD Unadkat,2019,3,1,0,0,2,0,0,1,0,0,3,1,2,33.33,1.00,0.00,33.33
JD Unadkat,2020/21,13,9,0,0,6,0,1,8,0,1,12,1,1,69.23,9.00,0.00,66.67
JD Unadkat,2021,29,41,3,2,10,0,7,34,0,7,22,2,3,141.38,20.50,17.24,154.55
JD Unadkat,2022,37,59,4,3,13,0,2,57,0,3,34,1,5,159.46,59.00,18.92,167.65
JD Unadkat,2023,7,9,1,0,1,0,0,9,0,0,7,1,1,128.57,9.00,14.29,128.57
JD Unadkat,2024,26,24,2,1,14,0,0,24,0,5,21,2,5,92.31,12.00,11.54,114.29
JDP Oram,2007/08,12,18,1,1,3,0,7,11,0,7,5,1,2,150.00,18.00,16.67,220.00
JDP Oram,2009,93,88,5,4,41,0,37,51,0,48,45,6,8,94.62,14.67,9.68,113.33
JDP Oram,2011,3,0,0,0,3,0,0,0,0,3,0,1,1,0.00,0.00,0.00,0.00
JDS Neesham,2014,46,42,3,1,25,0,29,13,0,25,21,3,3,91.30,14.00,8.70,61.90
JDS Neesham,2020/21,18,19,0,1,6,0,6,13,0,5,13,2,3,105.56,9.50,5.56,100.00
JDS Neesham,2021,2,0,0,0,2,0,0,0,0,1,1,2,2,0.00,0.00,0.00,0.00
JDS Neesham,2022,27,31,3,0,7,0,15,16,0,15,12,1,2,114.81,31.00,11.11,133.33
JE Root,2023,15,10,1,0,8,10,0,0,15,0,0,1,1,66.67,10.00,6.67,0.00
JE Taylor,2011,3,3,0,0,1,0,0,3,0,0,3,0,2,100.00,3.00,0.00,100.00
JEC Franklin,2011,78,107,10,2,22,6,36,65,8,34,36,2,5,137.18,53.50,15.38,180.56
JEC Franklin,2012,223,220,15,7,93,73,115,32,85,106,32,9,11,98.65,24.44,9.87,100.00
JH Kallis,2007/08,183,199,23,4,77,95,77,27,85,77,21,10,11,108.74,19.90,14.75,128.57
JH Kallis,2009,332,361,37,8,151,198,119,44,177,119,36,13,15,108.73,27.77,13.55,122.22
JH Kallis,2009/10,494,572,67,9,194,274,197,101,246,200,48,12,16,115.79,47.67,15.38,210.42
JH Kallis,2011,378,424,46,6,146,210,167,47,189,165,24,12,14,112.17,35.33,13.76,195.83
JH Kallis,2012,384,409,34,10,144,96,205,108,105,221,58,16,17,106.51,25.56,11.46,186.21
JH Kallis,2013,322,311,35,3,147,122,150,39,130,167,25,14,15,96.58,22.21,11.80,156.00
JH Kallis,2014,129,151,13,4,50,41,82,28,50,63,16,6,7,117.05,25.17,13.18,175.00
JJ Bumrah,2014,3,1,0,0,2,0,0,1,0,0,3,0,2,33.33,1.00,0.00,33.33
JJ Bumrah,2016,11,8,1,0,6,0,5,3,0,5,6,1,2,72.73,8.00,9.09,50.00
JJ Bumrah,2017,12,16,0,1,3,0,0,16,0,0,12,1,2,133.33,16.00,8.33,133.33
JJ Bumrah,2018,11,10,1,0,3,0,0,10,0,0,11,1,3,90.91,10.00,9.09,90.91
JJ Bumrah,2019,1,0,0,0,1,0,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00
JJ Bumrah,2020/21,3,5,0,0,0,0,0,5,0,0,3,0,1,166.67,5.00,0.00,166.67
JJ Bumrah,2021,17,16,2,0,7,0,0,16,0,0,17,2,7,94.12,8.00,11.76,94.12
JJ Bumrah,2022,8,0,0,0,8,0,0,0,0,0,8,1,4,0.00,0.00,0.00,0.00
JJ Bumrah,2024,12,12,1,0,4,0,0,12,0,0,12,0,4,100.00,12.00,8.33,100.00
JJ Roy,2017,40,59,9,1,15,45,0,14,33,0,7,2,3,147.50,29.50,25.00,200.00
JJ Roy,2018,94,120,9,7,40,66,27,27,59,19,16,4,5,127.66,30.00,17.02,168.75
JJ Roy,2021,121,150,21,1,48,92,58,0,77,44,0,5,5,123.97,30.00,18.18,0.00
JJ Roy,2023,188,285,36,12,75,177,108,0,121,67,0,8,8,151.60,35.63,25.53,0.00
JJ van der Wath,2011,16,18,1,1,7,0,4,14,0,5,11,2,3,112.50,9.00,12.50,127.27
JL Denly,2019,1,0,0,0,1,0,0,0,1,0,0,1,1,0.00,0.00,0.00,0.00
JL Pattinson,2020/21,13,15,2,0,4,0,0,15,0,0,13,1,2,115.38,15.00,15.38,115.38
JM Bairstow,2019,283,445,48,18,93,194,226,25,130,143,10,8,10,157.24,55.63,23.32,250.00
JM Bairstow,2020/21,272,345,31,13,116,171,167,7,145,114,13,11,11,126.84,31.36,16.18,53.85
JM Bairstow,2021,175,248,20,15,72,149,73,26,89,65,21,6,7,141.71,41.33,20.00,123.81
JM Bairstow,2022,175,253,34,9,73,181,66,6,106,64,5,11,11,144.57,23.00,24.57,120.00
JM Bairstow,2024,195,298,33,14,74,169,118,11,117,72,6,9,11,152.82,33.11,24.10,183.33
JM Kemp,2009/10,24,26,1,1,10,2,20,4,3,13,8,2,2,108.33,13.00,8.33,50.00
JM Sharma,2022,143,234,22,12,48,1,150,83,1,101,41,8,10,163.64,29.25,23.78,202.44
JM Sharma,2023,198,309,22,21,75,10,187,112,15,122,61,13,14,156.06,23.77,21.72,183.61
JM Sharma,2024,142,187,9,12,51,0,118,69,0,104,38,11,12,131.69,17.00,14.79,181.58
JO Holder,2014,12,16,2,1,7,0,0,16,0,0,12,1,1,133.33,16.00,25.00,133.33
JO Holder,2016,19,22,2,1,10,0,0,22,0,0,19,4,4,115.79,5.50,15.79,115.79
JO Holder,2020/21,53,66,5,3,19,4,38,24,4,28,21,2,4,124.53,33.00,15.09,114.29
JO Holder,2021,72,85,2,6,28,0,23,62,0,19,53,6,7,118.06,14.17,11.11,116.98
JO Holder,2022,44,58,2,6,22,8,1,49,14,3,27,6,8,131.82,9.67,18.18,181.48
JO Holder,2023,11,12,0,1,4,0,11,1,0,9,2,2,3,109.09,6.00,9.09,50.00
Joginder Sharma,2007/08,11,16,1,1,3,0,0,16,0,2,9,2,2,145.45,8.00,18.18,177.78
Joginder Sharma,2009,18,20,0,1,6,0,0,20,0,0,18,1,2,111.11,20.00,5.56,111.11
Joginder Sharma,2011,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
JP Behrendorff,2023,9,6,0,0,3,0,0,6,0,0,9,0,2,66.67,6.00,0.00,66.67
JP Duminy,2009,325,372,26,11,114,68,168,136,69,174,82,8,12,114.46,46.50,11.38,165.85
JP Duminy,2009/10,131,157,13,5,45,24,46,87,17,65,49,4,7,119.85,39.25,13.74,177.55
JP Duminy,2011,174,205,9,8,49,0,115,90,0,111,63,10,10,117.82,20.50,9.77,142.86
JP Duminy,2012,190,244,13,11,57,2,76,166,6,90,94,3,9,128.42,81.33,12.63,176.60
JP Duminy,2014,305,410,22,20,85,10,181,219,18,176,111,8,14,134.43,51.25,13.77,197.30
JP Duminy,2015,315,414,27,20,108,113,203,98,104,152,59,9,13,131.43,46.00,14.92,166.10
JP Duminy,2016,156,191,13,3,37,5,113,73,9,96,51,5,8,122.44,38.20,10.26,143.14
JP Duminy,2018,40,36,3,1,21,13,10,13,16,13,11,1,2,90.00,36.00,10.00,118.18
JP Faulkner,2012,13,14,0,0,2,0,0,14,0,0,13,1,2,107.69,14.00,0.00,107.69
JP Faulkner,2013,57,57,5,2,28,14,0,43,19,0,38,5,9,100.00,11.40,12.28,113.16
JP Faulkner,2014,94,181,8,16,24,0,12,169,0,13,81,4,12,192.55,45.25,25.53,208.64
JP Faulkner,2015,110,144,12,5,37,0,46,98,1,41,68,9,11,130.91,16.00,15.45,144.12
JP Faulkner,2016,59,77,7,0,13,0,10,67,0,14,45,3,5,130.51,25.67,11.86,148.89
JP Faulkner,2017,57,54,4,0,23,0,6,48,0,18,39,4,6,94.74,13.50,7.02,123.08
JPR Scantlebury-Searles,2018,6,8,0,1,3,0,0,8,0,0,6,1,2,133.33,8.00,16.67,133.33
JR Hazlewood,2022,26,18,1,0,12,0,2,16,0,10,16,0,5,69.23,18.00,3.85,100.00
JR Hazlewood,2023,2,1,0,0,1,0,0,1,0,0,2,0,1,50.00,1.00,0.00,50.00
JR Hopes,2007/08,148,221,27,8,57,145,76,0,103,45,0,11,11,149.32,20.09,23.65,0.00
JR Hopes,2011,158,196,22,3,54,22,111,63,30,83,45,5,8,124.05,39.20,15.82,140.00
JR Philippe,2020/21,77,78,9,1,35,51,26,1,55,20,2,4,5,101.30,19.50,12.99,50.00
K Goel,2007/08,78,76,7,4,46,61,15,0,64,14,0,5,6,97.44,15.20,14.10,0.00
K Goel,2009,133,124,9,4,66,99,11,14,97,26,10,7,8,93.23,17.71,9.77,140.00
K Goel,2009/10,20,18,1,1,10,0,2,16,0,2,18,1,2,90.00,18.00,10.00,88.89
K Gowtham,2018,64,126,9,9,20,8,23,95,4,18,42,9,13,196.88,14.00,28.13,226.19
PJ Sangwan,2018,4,0,0,0,4,0,0,0,0,0,4,1,1,0.00,0.00,0.00,0.00
K Gowtham,2019,19,18,1,1,10,0,7,11,0,8,11,3,4,94.74,6.00,10.53,100.00
K Gowtham,2020/21,27,42,3,2,9,0,20,22,0,13,14,1,2,155.56,42.00,18.52,157.14
K Gowtham,2022,1,0,0,0,1,0,0,0,1,0,0,1,1,0.00,0.00,0.00,0.00
K Gowtham,2023,37,61,2,5,11,0,25,36,0,16,21,4,7,164.86,15.25,18.92,171.43
K Kartikeya,2022,5,3,0,0,2,0,0,3,0,0,5,1,1,60.00,3.00,0.00,60.00
K Kartikeya,2023,7,6,1,0,4,0,0,6,0,0,7,1,1,85.71,6.00,14.29,85.71
K Rabada,2017,64,55,5,1,31,1,48,6,3,49,12,3,3,85.94,18.33,9.38,50.00
K Rabada,2019,15,14,0,1,7,0,0,14,0,0,15,3,4,93.33,4.67,6.67,93.33
K Rabada,2020/21,49,56,4,2,20,0,3,53,0,5,44,3,6,114.29,18.67,12.24,120.45
K Rabada,2021,6,13,2,0,1,0,0,13,0,0,6,0,3,216.67,13.00,33.33,216.67
K Rabada,2022,43,48,5,2,21,0,2,46,0,8,35,4,7,111.63,12.00,16.28,131.43
K Rabada,2023,2,0,0,0,2,0,0,0,0,0,2,1,2,0.00,0.00,0.00,0.00
K Rabada,2024,14,20,0,2,4,0,0,20,0,0,14,1,3,142.86,20.00,14.29,142.86
K Upadhyay,2012,8,11,0,1,3,0,0,11,0,0,8,0,1,137.50,11.00,12.50,137.50
K Upadhyay,2013,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
K Yadav,2021,4,0,0,0,4,0,0,0,0,0,4,0,1,0.00,0.00,0.00,0.00
KA Jamieson,2021,55,65,5,3,25,0,12,53,0,19,36,3,7,118.18,21.67,14.55,147.22
KA Maharaj,2024,2,1,0,0,1,0,0,1,0,0,2,1,1,50.00,1.00,0.00,50.00
KA Pollard,2009/10,147,273,23,17,46,1,67,205,1,56,90,12,14,185.71,22.75,27.21,227.78
KA Pollard,2011,133,146,12,6,59,0,48,98,0,63,70,10,12,109.77,14.60,13.53,140.00
KA Pollard,2012,159,220,15,14,61,0,118,102,0,88,71,9,11,138.36,24.44,18.24,143.66
KA Pollard,2013,281,420,27,29,102,0,170,250,0,132,149,10,18,149.47,42.00,19.93,167.79
KA Pollard,2014,203,273,15,15,70,8,92,173,4,83,116,8,15,134.48,34.13,14.78,149.14
KA Pollard,2015,256,419,28,28,82,0,190,229,0,136,120,10,14,163.67,41.90,21.88,190.83
KA Pollard,2016,144,207,11,16,63,0,71,136,7,61,76,8,12,143.75,25.88,18.75,178.95
KA Pollard,2017,279,395,27,23,96,16,221,158,17,163,99,14,16,141.58,28.21,17.92,159.60
KA Pollard,2018,100,133,10,7,42,12,96,25,9,64,27,7,8,133.00,19.00,17.00,92.59
KA Pollard,2019,179,281,14,22,59,3,105,173,2,82,95,8,12,156.98,35.13,20.11,182.11
KA Pollard,2020/21,149,281,17,22,41,13,35,233,9,35,105,6,12,188.59,46.83,26.17,221.90
KA Pollard,2021,165,245,16,16,59,0,95,150,0,69,96,8,13,148.48,30.63,19.39,156.25
KA Pollard,2022,134,144,6,9,62,0,44,100,0,54,80,10,11,107.46,14.40,11.19,125.00
KAJ Roach,2009/10,9,10,1,0,3,0,5,5,0,2,7,1,1,111.11,10.00,11.11,71.43
Kamran Akmal,2007/08,78,128,13,8,33,51,51,26,41,20,17,4,6,164.10,32.00,26.92,152.94
Kamran Khan,2009,5,3,0,0,3,0,3,0,0,4,1,1,1,60.00,3.00,0.00,0.00
Karanveer Singh,2014,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
Karanveer Singh,2015,16,11,1,0,9,0,4,7,0,7,9,1,3,68.75,11.00,6.25,77.78
Kartik Tyagi,2020/21,6,4,0,0,2,0,0,4,0,0,6,1,2,66.67,4.00,0.00,66.67
Kartik Tyagi,2021,4,2,0,0,2,0,0,2,0,0,4,1,2,50.00,2.00,0.00,50.00
Kartik Tyagi,2022,6,7,1,0,3,0,0,7,0,0,6,2,2,116.67,3.50,16.67,116.67
KB Arun Karthik,2009/10,5,3,0,0,2,0,0,3,0,0,5,0,1,60.00,3.00,0.00,60.00
KB Arun Karthik,2011,8,7,1,0,4,0,7,0,0,8,0,2,2,87.50,3.50,12.50,0.00
KB Arun Karthik,2013,38,41,3,1,16,0,19,22,0,14,24,3,5,107.89,13.67,10.53,91.67
KC Cariappa,2016,11,13,0,1,3,0,12,1,0,8,3,1,2,118.18,13.00,9.09,33.33
KC Cariappa,2017,7,2,0,0,5,0,0,2,0,0,7,2,2,28.57,1.00,0.00,28.57
KC Cariappa,2019,3,9,0,1,0,0,0,9,0,0,3,0,1,300.00,9.00,33.33,300.00
KC Sangakkara,2007/08,198,320,41,8,60,134,138,48,72,97,29,9,9,161.62,35.56,24.75,165.52
KC Sangakkara,2009,324,332,29,5,128,39,232,61,62,215,47,11,13,102.47,30.18,10.49,129.79
KC Sangakkara,2009/10,257,357,47,5,82,132,189,36,90,143,24,12,12,138.91,29.75,20.23,150.00
KC Sangakkara,2011,293,358,44,5,106,104,242,12,104,178,11,13,13,122.18,27.54,16.72,109.09
KC Sangakkara,2012,184,200,21,4,78,54,101,45,64,101,19,11,12,108.70,18.18,13.59,236.84
KC Sangakkara,2013,136,120,13,0,61,59,61,0,58,78,0,9,9,88.24,13.33,9.56,0.00
KD Karthik,2007/08,107,145,13,4,34,0,100,45,0,78,29,6,8,135.51,24.17,15.89,155.17
KD Karthik,2009,217,288,20,9,61,0,157,131,0,134,83,8,13,132.72,36.00,13.36,157.83
KD Karthik,2009/10,237,278,26,6,81,16,169,93,23,164,50,12,14,117.30,23.17,13.50,186.00
KD Karthik,2011,220,282,32,7,82,17,190,75,18,143,59,11,13,128.18,25.64,17.73,127.12
KD Karthik,2012,213,238,30,2,86,51,153,34,46,139,28,13,14,111.74,18.31,15.02,121.43
KD Karthik,2013,411,510,54,14,161,149,289,72,142,233,36,17,19,124.09,30.00,16.55,200.00
KD Karthik,2014,258,325,28,11,93,64,231,30,56,179,23,14,14,125.97,23.21,15.12,130.43
KD Karthik,2015,117,141,15,4,49,13,102,26,13,92,12,9,11,120.51,15.67,16.24,216.67
KD Karthik,2016,266,335,38,3,88,29,235,71,38,185,43,13,15,125.94,25.77,15.41,165.12
KD Karthik,2017,259,361,30,11,70,16,218,127,12,161,86,9,13,139.38,40.11,15.83,147.67
KD Karthik,2018,337,498,49,16,97,20,254,224,14,195,128,9,16,147.77,55.33,19.29,175.00
KD Karthik,2019,174,254,22,14,62,10,116,128,18,96,60,8,12,145.98,31.75,20.69,213.33
KD Karthik,2020/21,136,169,20,4,58,12,51,106,25,56,55,12,14,124.26,14.08,17.65,192.73
KD Karthik,2021,170,223,22,7,59,0,88,135,0,75,95,10,15,131.18,22.30,17.06,142.11
KD Karthik,2022,180,330,27,22,53,0,79,251,0,59,121,5,16,183.33,66.00,27.22,207.44
KD Karthik,2023,104,140,13,5,35,0,33,107,0,30,74,11,13,134.62,12.73,17.31,144.59
KD Karthik,2024,174,326,27,22,50,0,77,249,0,58,116,8,13,187.36,40.75,28.16,214.66
KH Pandya,2016,124,237,22,13,35,21,136,80,14,66,44,5,8,191.13,47.40,28.23,181.82
KH Pandya,2017,179,243,24,7,63,2,142,99,2,118,59,7,11,135.75,34.71,17.32,167.80
KH Pandya,2018,157,228,22,10,55,2,107,119,2,80,75,9,13,145.22,25.33,20.38,158.67
KH Pandya,2019,150,183,18,5,58,0,99,84,0,98,52,11,14,122.00,16.64,15.33,161.54
KH Pandya,2020/21,92,109,9,5,38,1,63,45,1,67,24,6,11,118.48,18.17,15.22,187.50
KH Pandya,2021,123,143,10,6,49,0,62,81,0,67,56,10,12,116.26,14.30,13.01,144.64
KH Pandya,2022,145,183,16,4,51,17,107,59,8,97,40,9,13,126.21,20.33,13.79,147.50
KH Pandya,2023,165,188,15,6,72,29,139,20,32,120,13,10,14,113.94,18.80,12.73,153.85
KH Pandya,2024,105,133,8,5,33,2,49,82,2,48,55,4,11,126.67,33.25,12.38,149.09
KJ Abbott,2016,8,13,0,1,3,0,0,13,0,1,7,1,3,162.50,13.00,12.50,185.71
KK Ahmed,2019,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
KK Ahmed,2020/21,2,0,0,0,2,0,0,0,0,0,2,1,1,0.00,0.00,0.00,0.00
KK Ahmed,2021,2,1,0,0,1,0,0,1,0,0,2,1,1,50.00,1.00,0.00,50.00
KK Ahmed,2022,2,0,0,0,2,0,0,0,0,0,2,2,2,0.00,0.00,0.00,0.00
KK Cooper,2012,20,38,3,3,7,0,0,38,0,0,20,2,4,190.00,19.00,30.00,190.00
KK Cooper,2013,22,39,4,2,9,0,0,39,0,0,22,4,5,177.27,9.75,27.27,177.27
KK Cooper,2014,26,39,2,3,11,7,30,2,2,22,2,3,3,150.00,13.00,19.23,100.00
KK Nair,2013,12,9,0,0,8,8,1,0,5,7,0,2,2,75.00,4.50,0.00,0.00
KK Nair,2014,232,330,38,9,88,136,169,25,106,115,11,10,11,142.24,33.00,20.26,227.27
KK Nair,2015,145,181,18,5,58,9,103,69,17,91,37,10,12,124.83,18.10,15.86,186.49
KK Nair,2016,297,357,40,6,111,121,178,58,104,159,34,10,12,120.20,35.70,15.49,170.59
KK Nair,2017,226,281,39,6,102,204,61,16,145,71,10,12,13,124.34,23.42,19.91,160.00
KK Nair,2018,221,301,23,13,70,25,192,84,28,149,44,12,12,136.20,25.08,16.29,190.91
KK Nair,2019,6,5,0,0,2,0,0,5,0,0,6,1,1,83.33,5.00,0.00,83.33
KK Nair,2020/21,14,16,2,0,5,1,0,15,6,0,8,2,3,114.29,8.00,14.29,187.50
KK Nair,2022,18,16,1,0,5,0,13,3,0,13,5,2,2,88.89,8.00,5.56,60.00
KL Nagarkoti,2020/21,31,22,1,0,14,0,6,16,0,13,18,3,6,70.97,7.33,3.23,88.89
KL Nagarkoti,2021,2,0,0,0,2,0,0,0,0,0,2,1,1,0.00,0.00,0.00,0.00
KL Rahul,2013,16,20,4,0,9,12,0,8,12,0,4,2,2,125.00,10.00,25.00,200.00
KL Rahul,2014,164,166,12,3,60,49,94,23,44,103,17,8,8,101.22,20.75,9.15,135.29
KL Rahul,2015,126,142,8,5,46,8,99,35,14,89,23,5,8,112.70,28.40,10.32,152.17
KL Rahul,2016,271,397,37,16,86,163,185,49,116,126,29,9,12,146.49,44.11,19.56,168.97
KL Rahul,2018,416,659,66,32,141,364,179,116,231,139,46,12,14,158.41,54.92,23.56,252.17
KL Rahul,2019,438,593,49,25,153,232,233,128,192,168,78,11,14,135.39,53.91,16.89,164.10
KL Rahul,2020/21,524,676,58,23,176,310,257,109,250,214,60,14,14,129.01,48.29,15.46,181.67
KL Rahul,2021,451,626,48,30,143,259,278,89,225,178,48,9,13,138.80,69.56,17.29,185.42
KL Rahul,2022,455,616,45,30,151,203,272,141,196,185,74,11,14,135.38,56.00,16.48,190.54
KL Rahul,2023,242,274,28,4,91,137,107,30,115,96,31,8,9,113.22,34.25,13.22,96.77
KL Rahul,2024,382,520,45,19,122,273,223,24,207,156,19,14,14,136.13,37.14,16.75,126.32
KM Asif,2023,2,0,0,0,2,0,0,0,0,2,0,1,1,0.00,0.00,0.00,0.00
KM Jadhav,2009/10,56,76,7,2,17,2,36,38,2,31,23,3,5,135.71,25.33,16.07,165.22
KM Jadhav,2011,23,18,1,0,9,0,12,6,2,11,10,3,4,78.26,6.00,4.35,60.00
KM Jadhav,2013,124,152,8,5,35,1,55,96,3,57,64,7,10,122.58,21.71,10.48,150.00
KM Jadhav,2014,101,149,13,7,29,0,8,141,4,9,88,3,10,147.52,49.67,19.80,160.23
KM Jadhav,2015,140,189,16,7,45,0,112,77,4,82,54,8,12,135.00,23.63,16.43,142.59
KM Jadhav,2016,32,42,2,2,10,0,2,40,0,1,31,0,3,131.25,42.00,12.50,129.03
KM Jadhav,2017,186,267,25,10,55,32,145,90,29,99,58,11,13,143.55,24.27,18.82,155.17
KM Jadhav,2018,22,24,1,2,10,0,14,10,0,17,5,0,1,109.09,24.00,13.64,200.00
KM Jadhav,2019,169,162,19,3,83,31,97,34,35,97,37,9,12,95.86,18.00,13.02,91.89
KM Jadhav,2020/21,66,62,7,0,28,1,49,12,2,43,21,3,5,93.94,20.67,10.61,57.14
KM Jadhav,2021,52,55,2,2,17,0,41,14,0,43,9,4,5,105.77,13.75,7.69,155.56
KM Jadhav,2023,10,12,1,0,3,0,5,7,0,3,7,0,1,120.00,12.00,10.00,100.00
KMA Paul,2019,24,18,1,1,15,0,0,18,0,0,24,4,5,75.00,4.50,8.33,75.00
KMDN Kulasekara,2012,3,5,1,0,1,0,0,5,0,0,3,0,1,166.67,5.00,33.33,166.67
KP Appanna,2009,1,0,0,0,1,0,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00
KP Appanna,2009/10,3,2,0,0,1,0,0,2,0,0,3,1,2,66.67,2.00,0.00,66.67
KP Pietersen,2009,85,93,8,2,38,47,45,1,43,40,2,6,6,109.41,15.50,11.76,50.00
KP Pietersen,2009/10,157,236,23,8,48,84,109,43,48,84,25,3,7,150.32,78.67,19.75,172.00
KP Pietersen,2012,207,305,22,20,78,77,169,59,67,113,27,5,8,147.34,61.00,20.29,218.52
KP Pietersen,2014,233,294,34,7,90,156,118,20,118,100,15,10,11,126.18,29.40,17.60,133.33
KP Pietersen,2016,61,73,4,3,21,28,45,0,18,43,0,3,4,119.67,24.33,11.48,0.00
KR Mayers,2023,263,379,38,22,124,282,97,0,205,58,0,13,13,144.11,29.15,22.81,0.00
KR Sen,2022,3,0,0,0,3,0,0,0,0,0,3,0,1,0.00,0.00,0.00,0.00
KS Bharat,2021,156,191,10,8,51,57,102,32,52,85,19,5,6,122.44,38.20,11.54,168.42
KS Bharat,2022,7,8,2,0,5,8,0,0,7,0,0,2,2,114.29,4.00,28.57,0.00
KS Sharma,2022,4,4,1,0,3,4,0,0,4,0,0,1,1,100.00,4.00,25.00,0.00
KS Sharma,2023,21,12,0,0,9,6,6,0,11,10,0,2,2,57.14,6.00,0.00,0.00
KS Williamson,2015,27,31,1,1,6,0,6,25,0,10,17,1,2,114.81,31.00,7.41,147.06
