bowler,season,balls_bowled,runs_conceded,wickets,dot_balls,powerplay_wickets,middle_wickets,death_wickets,death_runs_conceded,death_balls,matches,economy,bowling_average,bowling_sr,death_economy
KR Mayers,2023,42,59,0,14,0,0,0,0,0,6,8.43,0.00,0.00,0.00
KR Sen,2022,151,240,8,56,2,3,3,92,43,7,9.54,30.00,18.88,12.84
KR Sen,2023,18,29,0,5,0,0,0,0,0,2,9.67,0.00,0.00,0.00
KR Sen,2024,72,127,6,22,0,5,1,46,18,3,10.58,21.17,12.00,15.33
KS Williamson,2016,6,7,0,2,0,0,0,0,0,1,7.00,0.00,0.00,0.00
KS Williamson,2020/21,12,24,0,0,0,0,0,0,0,1,12.00,0.00,0.00,0.00
KT Maphaka,2024,36,90,1,11,1,0,0,18,6,2,15.00,90.00,36.00,18.00
Kuldeep Yadav,2016,72,102,7,28,0,4,3,15,12,3,8.50,14.57,10.29,7.50
Kuldeep Yadav,2017,246,345,12,74,0,5,7,93,60,11,8.41,28.75,20.50,9.30
Kuldeep Yadav,2018,308,423,18,90,0,17,1,31,18,16,8.24,23.50,17.11,10.33
Kuldeep Yadav,2019,198,286,5,54,0,0,5,59,36,9,8.67,57.20,39.60,9.83
Kuldeep Yadav,2020/21,72,95,1,16,0,0,1,21,18,4,7.92,95.00,72.00,7.00
Kuldeep Yadav,2022,298,420,21,96,0,15,6,45,34,14,8.46,20.00,14.19,7.94
Kuldeep Yadav,2023,294,366,10,82,0,9,1,55,48,14,7.47,36.60,29.40,6.88
Kuldeep Yadav,2024,258,376,16,80,0,12,4,81,48,11,8.74,23.50,16.13,10.13
